E6A55_32880,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32885,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32890,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32895,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32900,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32905,"frameshifted; internal stop; incomplete; partial oncomplete genome; missing C-terminus; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_32910,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32915,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32920,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32925,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32930,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32935,"frameshifted; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_32940,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32945,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32950,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32955,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_32960,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32965,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32970,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32975,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32980,"frameshifted; incomplete; partial on completegenome; missing N-terminus and C-terminus; Derived byautomated computational analysis using gene predictionmethod: Protein Homology.",Dispensable
E6A55_32985,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_32990,"incomplete; partial on complete genome; missingC-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_32995,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33000,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33005,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33010,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33015,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33020,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_33025,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33030,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33035,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_33040,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33045,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33050,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33055,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33060,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33065,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33070,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33075,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33085,"frameshifted; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
E6A55_33090,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33095,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33100,"Derived by automated computational analysis usinggene prediction method: GeneMarkS-2+.",Dispensable
E6A55_33105,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33110,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33115,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33120,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33125,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33130,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33135,"frameshifted; internal stop; Derived by automatedcomputational analysis using gene prediction method:Protein Homology.",Dispensable
E6A55_33140,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33145,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33150,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33155,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33160,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33165,"incomplete; partial on complete genome; missingN-terminus; Derived by automated computational analysisusing gene prediction method: Protein Homology.",Dispensable
E6A55_33170,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33175,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33180,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33185,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33190,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33195,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33200,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33205,"Derived by automated computational analysis usinggene prediction method: Protein Homology.",Dispensable
E6A55_33210,"involved in the transport of nitrate and nitrite;frameshifted; incomplete; partial on complete genome;missing C-terminus; Derived by automated computationalanalysis using gene prediction method: Protein Homology.",Dispensable
